"('mid',)","('pid',)"
tt0101786,nm0265363
tt0101787,nm0001708
tt0101798,nm0418746
tt0101811,nm0001565
tt0101821,nm0156047
tt0101829,nm0001885
tt0101831,nm0316496
tt0101844,nm0363553
tt0101846,nm0002207
tt0101862,nm0796124
tt0101863,nm0506802
tt0101864,nm0150807
tt0101889,nm0000416
tt0101891,nm0870186
tt0101898,nm0241090
tt0101902,nm0041932
tt0101912,nm0005190
tt0101917,nm0003080
tt0101921,nm0000816
tt0101960,nm0863633
tt0101962,nm0368057
tt0101962,nm0410922
tt0101962,nm0648457
tt0101969,nm0001410
tt0101984,nm0005563
tt0101985,nm0945981
tt0101988,nm0313608
tt0101988,nm0911036
tt0101991,nm0000041
tt0101998,nm0890687
tt0102004,nm0000824
tt0102005,nm0934578
tt0102011,nm0477129
tt0102011,nm0798749
tt0102014,nm0155093
tt0102015,nm0382584
tt0102015,nm0178880
tt0102015,nm0046943
tt0102032,nm0638630
tt0102034,nm0611683
tt0102035,nm0567680
tt0102043,nm0557789
tt0102043,nm0705474
tt0102045,nm0635760
tt0102048,nm0000519
tt0102050,nm0772522
tt0102057,nm0000229
tt0102059,nm0000720
tt0102065,nm0570408
tt0102065,nm0413547
tt0102070,nm0499724
tt0102071,nm0002172
tt0102095,nm0213100
tt0102103,nm0487567
tt0102116,nm0000576
tt0102136,nm0029242
tt0102138,nm0000231
tt0102141,nm0889513
tt0102164,nm0000905
tt0102175,nm0000490
tt0102178,nm0734466
tt0102181,nm0001752
tt0102187,nm0003085
tt0102202,nm0089502
tt0102210,nm0207357
tt0102216,nm0911486
tt0102217,nm0523000
tt0102220,nm0213139
tt0102223,nm0008150
tt0102237,nm0664582
tt0102240,nm0582543
tt0102250,nm0413875
tt0102258,nm0007181
tt0102266,nm0001716
tt0102269,nm0548375
tt0102279,nm0725379
tt0102288,nm0575389
tt0102293,nm0482670
tt0102299,nm0001214
tt0102303,nm0000316
tt0102307,nm0001707
tt0102313,nm0791672
tt0102316,nm0000149
tt0102340,nm0001962
tt0102343,nm0490958
tt0102351,nm0001352
tt0102368,nm0001031
tt0102369,nm0368688
tt0102370,nm0450194
tt0102383,nm0775573
tt0102388,nm0612322
tt0102395,nm0706296
tt0102396,nm0863633
tt0102397,nm0127294
tt0102411,nm0715916
tt0102421,nm0894577
tt0102422,nm0322785
tt0102426,nm0759368
tt0102428,nm0843640
tt0102436,nm0088397
tt0102439,nm0000766
tt0102443,nm0330360
tt0102456,nm0619762
tt0102458,nm0000915
tt0102460,nm0439040
tt0102465,nm0491671
tt0102469,nm0748928
tt0102492,nm0956052
tt0102494,nm0001814
tt0102500,nm0905237
tt0102510,nm0001878
tt0102511,nm0000343
tt0102517,nm0236769
tt0102522,nm0125367
tt0102526,nm0005522
tt0102536,nm0000464
tt0102555,nm0317981
tt0102558,nm0000101
tt0102569,nm0684879
tt0102571,nm0841232
tt0102573,nm0512327
tt0102579,nm0959717
tt0102583,nm0002140
tt0102587,nm0847223
tt0102590,nm0002120
tt0102592,nm0002083
tt0102593,nm0332392
tt0102598,nm0001060
tt0102603,nm0000484
tt0102609,nm0422484
tt0102614,nm0283500
tt0102629,nm0902086
tt0102629,nm0923058
tt0102631,nm0232858
tt0102636,nm0006765
tt0102638,nm0350455
tt0102645,nm1072561
tt0102655,nm0228262
tt0102667,nm0005645
tt0102674,nm0775652
tt0102685,nm0000941
tt0102687,nm0001331
tt0102690,nm0380628
tt0102690,nm0650276
tt0102691,nm0724724
tt0102701,nm1823221
tt0102701,nm0007113
tt0102703,nm0004488
tt0102713,nm0000659
tt0102719,nm0505152
tt0102721,nm0602104
tt0102722,nm0000425
tt0102729,nm0850958
tt0102737,nm0497758
tt0102741,nm0711114
tt0102744,nm0934578
tt0102749,nm0004886
tt0102753,nm0004838
tt0102757,nm0866062
tt0102768,nm0001566
tt0102782,nm0334353
tt0102789,nm0611683
tt0102797,nm0410139
tt0102798,nm0721817
tt0102800,nm0002340
tt0102802,nm0089940
tt0102802,nm0473941
tt0102802,nm0325776
tt0102803,nm0002653
tt0102812,nm0457541
tt0102813,nm0313471
tt0102813,nm0781554
tt0102815,nm0154827
tt0102816,nm0477102
tt0102817,nm0365408
tt0102818,nm0123236
tt0102820,nm0005572
tt0102825,nm0195934
tt0102835,nm2223387
tt0102844,nm0007131
tt0102848,nm0240995
tt0102849,nm0005196
tt0102855,nm0001348
tt0102860,nm0208342
tt0102898,nm0001281
tt0102900,nm0000583
tt0102910,nm0293125
tt0102913,nm0394944
tt0102915,nm0504495
tt0102926,nm0001129
tt0102932,nm0155642
tt0102932,nm0007139
tt0102940,nm0006860
tt0102943,nm0000500
tt0102945,nm0747849
tt0102951,nm0001355
tt0102958,nm0190859
tt0102969,nm0423623
tt0102975,nm0583292
tt0102979,nm0318150
tt0102984,nm0062644
tt0102993,nm0778993
tt0102996,nm0393661
tt0102996,nm0404544
tt0103003,nm0447944
tt0103007,nm0199722
tt0103010,nm0001325
tt0103016,nm0001175
tt0103030,nm0000264
tt0103035,nm0002137
tt0103039,nm0136882
tt0103044,nm0482681
tt0103045,nm0150906
tt0103060,nm0696309
tt0103064,nm0000116
tt0103069,nm0000953
tt0103074,nm0000631
tt0103077,nm0437490
tt0103099,nm0726705
tt0103103,nm0956022
tt0103105,nm0233757
tt0103110,nm0006734
tt0103111,nm0691061
tt0103112,nm0677943
tt0103116,nm0023929
tt0103125,nm0006889
tt0103128,nm0485273
tt0103129,nm0005237
tt0103130,nm0001325
tt0103150,nm0546239
tt0103157,nm0281869
tt0103168,nm0432040
tt0103176,nm0586482
tt0103184,nm0437596
tt0103186,nm0575523
tt0103190,nm0681207
tt0103239,nm0853546
tt0103241,nm0000568
tt0103243,nm0836430
tt0103247,nm0459170
tt0103251,nm0001502
tt0103253,nm0001692
tt0103262,nm0591171
tt0103268,nm0669631
tt0103285,nm0007139
tt0103295,nm0155642
tt0103296,nm0158779
tt0103303,nm0001239
tt0103328,nm0939147
tt0103337,nm0442455
tt0103594,nm0000631
tt0103595,nm0416414
tt0103596,nm0005509
tt0103601,nm0894577
tt0103617,nm0322515
tt0103621,nm0859920
tt0103634,nm0112374
tt0103639,nm0615780
tt0103639,nm0166256
tt0103644,nm0000399
tt0103670,nm0068385
tt0103671,nm0001579
tt0103704,nm0001429
tt0103743,nm0497097
tt0103743,nm0946875
tt0103747,nm0002137
tt0103759,nm0001206
tt0103767,nm0294825
tt0103772,nm0000682
tt0103773,nm0376963
tt0103776,nm0000318
tt0103783,nm0807563
tt0103786,nm0505152
tt0103791,nm0874096
tt0103793,nm0359734
tt0103800,nm0001031
tt0103805,nm0272511
tt0103812,nm0360766
tt0103827,nm0379179
tt0103838,nm0464846
tt0103848,nm0611683
tt0103850,nm0000209
tt0103855,nm0413875
tt0103859,nm0399737
tt0103872,nm0240797
tt0103873,nm0001392
tt0103874,nm0000338
tt0103882,nm0001554
tt0103888,nm0075666
tt0103888,nm0802501
tt0103893,nm0476900
tt0103898,nm0411809
tt0103905,nm0095298
tt0103905,nm0688143
tt0103905,nm0069715
tt0103919,nm0741262
tt0103923,nm0089502
tt0103924,nm0248054
tt0103926,nm0534665
tt0103927,nm0858873
tt0103935,nm0158857
tt0103939,nm0000277
tt0103950,nm0939147
tt0103956,nm0070474
tt0103957,nm0709752
tt0103959,nm0396017
tt0103962,nm0322515
tt0103969,nm0684596
tt0103976,nm0423646
tt0103977,nm0174903
tt0103978,nm0589168
tt0103991,nm0661345
tt0103994,nm0000778
tt0104006,nm0001587
tt0104008,nm0006445
tt0104009,nm0000835
tt0104014,nm0000972
tt0104025,nm0785684
tt0104027,nm0579580
tt0104028,nm0048037
tt0104029,nm0868219
tt0104036,nm0001403
tt0104040,nm0001274
tt0104046,nm0174659
tt0104053,nm0000783
tt0104054,nm0376101
tt0104057,nm0201969
tt0104070,nm0000709
tt0104073,nm0004886
tt0104082,nm0074719
tt0104107,nm0006916
tt0104114,nm0528718
tt0104115,nm0023929
tt0104115,nm0051649
tt0104119,nm0128334
tt0104135,nm0660893
tt0104139,nm0182873
tt0104147,nm0311508
tt0104147,nm0477035
tt0104155,nm0822582
tt0104181,nm0467225
tt0104187,nm0562645
tt0104201,nm0748928
tt0104215,nm0381489
tt0104231,nm0000165
tt0104237,nm0001501
tt0104254,nm0472386
tt0104257,nm0001661
tt0104265,nm0423333
tt0104279,nm0530975
tt0104283,nm0467646
tt0104291,nm0591171
tt0104299,nm0614276
tt0104321,nm0025978
tt0104346,nm0380705
tt0104348,nm0001226
tt0104350,nm0000806
tt0104352,nm0645549
tt0104362,nm0878638
tt0104376,nm0610496
tt0104377,nm0205542
tt0104389,nm0000436
tt0104391,nm0796477
tt0104409,nm0382776
tt0104412,nm0001241
tt0104418,nm0429517
tt0104427,nm0000362
tt0104431,nm0001060
tt0104437,nm0459170
tt0104438,nm0000921
tt0104452,nm0000568
tt0104454,nm0412465
tt0104466,nm0000095
tt0104467,nm0228013
tt0104503,nm0734319
tt0104504,nm0000776
tt0104507,nm0912224
tt0104511,nm0000484
tt0104522,nm0001565
tt0104545,nm0000940
tt0104549,nm0732430
tt0104550,nm0606483
tt0104553,nm0170504
tt0104558,nm0867262
tt0104561,nm0451257
tt0104567,nm0001139
tt0104573,nm0225416
tt0104575,nm0365001
tt0104581,nm0300370
tt0104602,nm0449363
tt0104605,nm0122217
tt0104605,nm0122216
tt0104607,nm0002172
tt0104609,nm0004488
tt0104627,nm0770918
tt0104647,nm0262595
tt0104652,nm0594503
tt0104658,nm0851724
tt0104662,nm0836949
tt0104663,nm0002167
tt0104670,nm0002089
tt0104684,nm0000247
tt0104691,nm0000520
tt0104692,nm0502577
tt0104693,nm0327064
tt0104694,nm0001508
tt0104695,nm0669004
tt0104697,nm0001880
tt0104706,nm0001348
tt0104714,nm0001149
tt0104740,nm0403774
tt0104740,nm0368674
tt0104743,nm0240995
tt0104745,nm0000777
tt0104753,nm0203993
tt0104756,nm0004306
tt0104759,nm0003403
tt0104761,nm0354780
tt0104765,nm0438279
tt0104770,nm0939147
tt0104771,nm0939147
tt0104774,nm0034899
tt0104779,nm0000591
tt0104782,nm0491682
tt0104797,nm0000490
tt0104798,nm0893872
tt0104802,nm0322865
tt0104804,nm0706182
tt0104808,nm0527350
tt0104810,nm0936092
tt0104810,nm0009788
tt0104812,nm0911910
tt0104815,nm0001675
tt0104837,nm0517514
tt0104839,nm0001532
tt0104850,nm0000118
tt0104860,nm0236729
tt0104868,nm0378893
tt0104870,nm0227486
tt0104879,nm0811143
tt0104892,nm0697587
tt0104897,nm0003423
tt0104905,nm0066439
tt0104919,nm0067323
tt0104922,nm0793522
tt0104926,nm0770961
tt0104928,nm0000345
tt0104940,nm0005008
tt0104952,nm0528718
tt0104962,nm0301145
tt0104969,nm0557789
tt0104974,nm0538532
tt0104981,nm0548449
tt0104990,nm0650905
tt0105001,nm0005563
tt0105017,nm0000953
tt0105019,nm0912334
tt0105032,nm0171664
tt0105034,nm0726472
tt0105034,nm0818547
tt0105046,nm0000641
tt0105059,nm0858525
tt0105073,nm0905102
tt0105073,nm0251760
tt0105078,nm0891554
tt0105089,nm0872134
tt0105097,nm0598102
tt0105103,nm0676361
tt0105104,nm0393661
tt0105107,nm0000626
tt0105108,nm0253531
tt0105112,nm0637518
tt0105120,nm0873385
tt0105121,nm0000127
tt0105128,nm0005116
tt0105130,nm0000110
tt0105137,nm0059633
tt0105150,nm0533564
tt0105151,nm0000265
tt0105156,nm0002240
tt0105159,nm0000814
tt0105165,nm0720000
tt0105179,nm0097379
tt0105185,nm0664582
tt0105187,nm0291442
tt0105188,nm0759368
tt0105191,nm0128883
tt0105197,nm0955443
tt0105211,nm0001149
tt0105211,nm0262693
tt0105217,nm0000361
tt0105219,nm0514546
tt0105226,nm0001093
tt0105236,nm0000233
tt0105242,nm0639321
tt0105265,nm0000602
tt0105267,nm0941067
tt0105271,nm0711745
tt0105275,nm0942408
tt0105287,nm0538328
tt0105291,nm0533334
tt0105306,nm0001949
tt0105316,nm0740213
tt0105322,nm0240995
tt0105323,nm0000976
tt0105327,nm0541677
tt0105328,nm0226200
tt0105378,nm0000095
tt0105385,nm0864775
tt0105391,nm0783544
tt0105394,nm0223522
tt0105395,nm0015941
tt0105399,nm0482681
tt0105399,nm0007139
tt0105402,nm0635760
tt0105411,nm0001325
tt0105414,nm0775447
tt0105415,nm0001081
tt0105417,nm0001915
tt0105428,nm0308376
tt0105435,nm0004675
tt0105438,nm0258977
tt0105450,nm0027465
tt0105459,nm0562699
tt0105466,nm0001382
tt0105477,nm0006854
tt0105480,nm0004111
tt0105481,nm0446060
tt0105483,nm0001486
tt0105488,nm0525303
tt0105500,nm0474859
tt0105508,nm0435788
tt0105526,nm0002089
tt0105534,nm0150906
tt0105569,nm0875354
tt0105572,nm0093271
tt0105573,nm0680250
tt0105575,nm0080245
tt0105577,nm0001188
tt0105585,nm0000776
tt0105597,nm0383605
tt0105599,nm0474837
tt0105602,nm0548648
tt0105616,nm0738736
tt0105619,nm0864775
tt0105622,nm0613487
tt0105629,nm0001469
tt0105631,nm0938490
tt0105636,nm0001353
tt0105643,nm0289576
tt0105652,nm0000487
tt0105655,nm0155642
tt0105655,nm0498064
tt0105665,nm0000186
tt0105682,nm0767110
tt0105690,nm0001112
tt0105691,nm0601881
tt0105695,nm0000142
tt0105698,nm0000386
tt0105699,nm0438279
tt0105706,nm0452319
tt0105719,nm0906901
tt0105750,nm0442454
tt0105764,nm0760523
tt0105764,nm0322083
tt0105764,nm0565342
tt0105789,nm0422791
tt0105789,nm0825790
tt0105790,nm0350455
tt0105792,nm0382776
tt0105793,nm0790715
tt0105807,nm0410045
tt0105810,nm0733692
tt0105811,nm0189610
tt0105812,nm0005421
tt0105813,nm0002044
tt0105819,nm0455394
tt0105824,nm0050597
tt0105839,nm0007139
tt0105851,nm0482681
tt0105859,nm0155642
tt0105859,nm0007139
tt0105859,nm0498064
tt0105871,nm0946811
tt0105884,nm0813786
tt0105885,nm0237292
tt0105888,nm0452102
tt0105916,nm0638324
tt0106185,nm0772259
tt0106204,nm0223522
tt0106215,nm0407067
tt0106218,nm0887452
tt0106220,nm0001756
tt0106223,nm0814085
tt0106226,nm0000217
tt0106233,nm0101385
tt0106246,nm0550881
tt0106257,nm0104096
tt0106258,nm0278735
tt0106260,nm0351410
tt0106266,nm0296861
tt0106292,nm0000824
tt0106301,nm0006445
tt0106303,nm0557751
tt0106305,nm0575523
tt0106307,nm0001437
tt0106308,nm0000600
tt0106309,nm0002184
tt0106315,nm0367895
tt0106330,nm0368690
tt0106332,nm0155280
tt0106333,nm0122217
tt0106333,nm0122216
tt0106335,nm0000425
tt0106339,nm0812200
tt0106341,nm0208854
tt0106342,nm0950553
tt0106343,nm0398871
tt0106350,nm0339245
tt0106364,nm0022828
tt0106364,nm0456631
tt0106364,nm0667469
tt0106364,nm0722713
tt0106364,nm0705779
tt0106364,nm0863622
tt0106375,nm0199722
tt0106379,nm0287025
tt0106387,nm0154819
tt0106389,nm0149134
tt0106393,nm0705675
tt0106400,nm0790715
tt0106408,nm0149446
tt0106417,nm0407552
tt0106438,nm0418746
tt0106447,nm0825790
tt0106450,nm0112409
tt0106452,nm0001206
tt0106453,nm0248942
tt0106455,nm0364805
tt0106466,nm0001502
tt0106469,nm0000431
tt0106471,nm0528337
tt0106476,nm0317411
tt0106489,nm0000134
tt0106500,nm0205542
tt0106504,nm0000382
tt0106505,nm0925870
tt0106519,nm0000361
tt0106521,nm0800048
tt0106521,nm0540542
tt0106534,nm0547616
tt0106535,nm0001949
tt0106538,nm0155642
tt0106538,nm0864775
tt0106539,nm0799302
tt0106544,nm0867262
tt0106545,nm0939147
tt0106557,nm0002606
tt0106559,nm0007139
tt0106579,nm0449868
tt0106582,nm0001317
tt0106598,nm0006625
tt0106611,nm0005509
tt0106613,nm0001857
tt0106620,nm0001090
tt0106620,nm0491286
tt0106627,nm0788454
tt0106632,nm0003974
tt0106655,nm0764316
tt0106660,nm0001206
tt0106661,nm0350455
tt0106664,nm0001681
tt0106673,nm0718645
tt0106677,nm0000500
tt0106684,nm0178876
tt0106693,nm0161615
tt0106697,nm0104193
tt0106701,nm0145309
tt0106749,nm0644861
tt0106753,nm0383605
tt0106761,nm0950819
tt0106770,nm0003418
tt0106779,nm0198059
tt0106792,nm0905237
tt0106827,nm0156047
tt0106833,nm0006960
tt0106834,nm0001814
tt0106850,nm0504495
tt0106856,nm0001708
tt0106866,nm0418619
tt0106867,nm0661345
tt0106868,nm0004121
tt0106873,nm0005348
tt0106877,nm0740213
tt0106880,nm0192090
tt0106881,nm0001837
tt0106911,nm0851752
tt0106911,nm0851754
tt0106912,nm0509409
tt0106913,nm0515891
tt0106918,nm0001628
tt0106922,nm0796477
tt0106926,nm0460141
tt0106936,nm0477035
tt0106937,nm0477035
tt0106941,nm0001756
tt0106949,nm0775733
tt0106950,nm0002340
tt0106963,nm0254632
tt0106965,nm0934578
tt0106966,nm0846119
tt0106966,nm0349425
tt0106977,nm0001112
tt0107002,nm0001945
tt0107004,nm0001353
tt0107007,nm0561813
tt0107009,nm0003080
tt0107027,nm0645549
tt0107027,nm0648457
tt0107034,nm0747849
tt0107048,nm0000601
tt0107050,nm0677953
tt0107057,nm0001486
tt0107076,nm0000247
tt0107079,nm0406687
tt0107086,nm0680846
tt0107090,nm0339254
tt0107091,nm0881038
tt0107096,nm0000231
tt0107101,nm0635760
tt0107103,nm0662186
tt0107107,nm0817848
tt0107120,nm0650905
tt0107121,nm0310168
tt0107130,nm0082300
tt0107131,nm0242271
tt0107144,nm0000720
tt0107146,nm0576282
tt0107147,nm0927296
tt0107148,nm0504297
tt0107151,nm0000806
tt0107156,nm0000487
tt0107157,nm0396284
tt0107162,nm0082898
tt0107165,nm0000940
tt0107166,nm0080315
tt0107175,nm0000419
tt0107206,nm0000583
tt0107207,nm0006487
tt0107209,nm0000694
tt0107211,nm0001490
tt0107212,nm0082802
tt0107214,nm0361864
tt0107225,nm0921631
tt0107227,nm0032714
tt0107247,nm0380980
tt0107249,nm0471452
tt0107254,nm0546057
tt0107277,nm0916502
tt0107282,nm0911061
tt0107286,nm0394280
tt0107289,nm0617960
tt0107289,nm0280745
tt0107290,nm0000229
tt0107302,nm0784061
tt0107311,nm0007131
tt0107315,nm0000264
tt0107321,nm0004363
tt0107322,nm0001752
tt0107330,nm0941811
tt0107331,nm0892400
tt0107333,nm0089502
tt0107349,nm0761879
tt0107358,nm0862514
tt0107362,nm0001532
tt0107376,nm0309697
tt0107384,nm0442454
tt0107387,nm0428751
tt0107413,nm0487567
tt0107426,nm0000934
tt0107438,nm0740568
tt0107443,nm0004838
tt0107447,nm0000780
tt0107468,nm0000343
tt0107471,nm0029242
tt0107472,nm0618284
tt0107473,nm0573796
tt0107474,nm0000041
tt0107474,nm0393094
tt0107478,nm0000907
tt0107479,nm0048056
tt0107497,nm0000887
tt0107501,nm0000154
tt0107504,nm0480843
tt0107507,nm0000095
tt0107511,nm0019242
tt0107529,nm0001102
tt0107554,nm0400441
tt0107554,nm0400436
tt0107563,nm0870186
tt0107566,nm0025978
tt0107594,nm0579466
tt0107606,nm0800533
tt0107611,nm0001214
tt0107612,nm0331998
tt0107613,nm0005237
tt0107614,nm0001060
tt0107616,nm0000110
tt0107617,nm0870841
tt0107623,nm0351993
tt0107625,nm0796361
tt0107626,nm0000837
tt0107630,nm0748022
tt0107642,nm0440913
tt0107653,nm0005139
tt0107659,nm0704164
tt0107664,nm0437526
tt0107664,nm0951206
tt0107664,nm0304521
tt0107665,nm0381699
tt0107668,nm0089502
tt0107683,nm0704198
tt0107685,nm0500329
tt0107688,nm0783139
tt0107692,nm0159109
tt0107711,nm0363553
tt0107715,nm0644016
tt0107715,nm0003766
tt0107719,nm0001915
tt0107745,nm0343799
tt0107750,nm0504802
tt0107756,nm0006845
tt0107777,nm0007181
tt0107798,nm0001587
tt0107808,nm0000142
tt0107818,nm0001129
tt0107819,nm0180508
tt0107822,nm0001005
tt0107840,nm0005436
tt0107843,nm0000824
tt0107863,nm0005522
tt0107870,nm0023929
tt0107870,nm0051649
tt0107875,nm0350758
tt0107889,nm0911486
tt0107894,nm0726472
tt0107920,nm0516360
tt0107927,nm0611683
tt0107930,nm0000635
tt0107943,nm0412465
tt0107953,nm0951206
tt0107969,nm0442241
tt0107977,nm0000316
tt0107978,nm0215269
tt0107979,nm0051649
tt0107983,nm0575389
tt0107985,nm0827663
tt0107999,nm0166625
tt0108000,nm0638033
tt0108002,nm0000770
tt0108026,nm0006853
tt0108037,nm0262693
tt0108045,nm0003085
tt0108052,nm0000229
tt0108053,nm0125367
tt0108065,nm0001873
tt0108069,nm0097529
tt0108071,nm0002140
tt0108074,nm0311508
tt0108101,nm0000277
tt0108122,nm0000265
tt0108135,nm0001731
tt0108137,nm0851288
tt0108147,nm0004886
tt0108148,nm0950759
tt0108149,nm0770961
tt0108160,nm0001188
tt0108162,nm0637518
tt0108167,nm0720297
tt0108169,nm0444848
tt0108171,nm0515891
tt0108174,nm0772095
tt0108176,nm0433588
tt0108185,nm0000750
tt0108186,nm0711114
tt0108187,nm0001175
tt0108188,nm0001429
tt0108194,nm0464417
tt0108207,nm0950000
tt0108211,nm0005917
tt0108238,nm0380705
tt0108252,nm0031992
tt0108255,nm0417708
tt0108255,nm0608084
tt0108258,nm0411477
tt0108260,nm0796915
tt0108260,nm0569166
tt0108265,nm0141961
tt0108275,nm0142131
tt0108275,nm0294878
tt0108277,nm0779830
tt0108281,nm0950759
tt0108289,nm0497758
tt0108290,nm0496312
tt0108291,nm0686304
tt0108293,nm0939147
tt0108308,nm0318795
tt0108311,nm0276169
tt0108317,nm0773845
tt0108317,nm0400170
tt0108320,nm0616152
tt0108327,nm0000953
tt0108328,nm0320660
tt0108329,nm0711745
tt0108330,nm0001994
tt0108333,nm0378893
tt0108334,nm0091515
tt0108334,nm0322248
tt0108339,nm0709752
tt0108350,nm0001361
tt0108355,nm0305557
tt0108358,nm0181902
tt0108358,nm0418883
tt0108366,nm0000777
tt0108388,nm0427880
tt0108394,nm0001425
tt0108395,nm0089940
tt0108395,nm0325776
tt0108399,nm0001716
tt0108410,nm0742553
tt0108429,nm0045024
tt0108442,nm0006889
tt0108447,nm0653500
tt0108451,nm0082300
tt0108461,nm0847434
tt0108471,nm0210701
tt0108473,nm0806293
tt0108490,nm0329715
tt0108500,nm0688585
tt0108504,nm0449216
tt0108515,nm0373698
tt0108515,nm0672060
tt0108517,nm0382776
tt0108525,nm0839660
tt0108526,nm0957797
tt0108526,nm0957798
tt0108526,nm0920425
tt0108526,nm0629216
tt0108539,nm0458228
tt0108550,nm0002120
tt0108551,nm0001270
tt0108555,nm0169931
tt0108560,nm0001130
tt0108565,nm0241090
tt0108569,nm0139111
tt0108574,nm0118345
tt0108577,nm0855107
tt0108583,nm0418746
tt0108592,nm0007139
tt0108593,nm0950759
tt0108593,nm0939147
tt0108596,nm0354279
tt0108606,nm0155642
tt0108606,nm0864775
tt0108614,nm0538328
tt0108624,nm0005033
tt0108624,nm0939147
tt0108633,nm0134176
tt0108656,nm0939202
tt0108656,nm0000329
tt0109000,nm0773845
tt0109010,nm0006765
tt0109015,nm0304395
tt0109020,nm0359734
tt0109021,nm0000814
tt0109028,nm0296144
tt0109034,nm0769522
tt0109035,nm0689385
tt0109040,nm0001723
tt0109045,nm0254632
tt0109066,nm0158857
tt0109067,nm0001274
tt0109068,nm0499724
tt0109071,nm0841232
tt0109093,nm0001325
tt0109098,nm0203246
tt0109099,nm0135141
tt0109117,nm0764316
tt0109120,nm0004305
tt0109127,nm0213100
tt0109129,nm0004838
tt0109134,nm0712541
tt0109144,nm0744985
tt0109162,nm0353902
tt0109190,nm0425957
tt0109198,nm0438279
tt0109206,nm0001408
tt0109219,nm0001775
tt0109254,nm0000484
tt0109255,nm0941811
tt0109277,nm0386384
tt0109279,nm0003031
tt0109287,nm0906548
tt0109288,nm0082802
tt0109297,nm0000776
tt0109303,nm0394280
tt0109305,nm0001243
tt0109306,nm0724798
tt0109321,nm0001352
tt0109327,nm0283500
tt0109340,nm0001214
tt0109348,nm0000095
tt0109357,nm0218547
tt0109361,nm0720304
tt0109369,nm0697676
tt0109370,nm0601619
tt0109374,nm0691078
tt0109376,nm0279863
tt0109380,nm0133408
tt0109382,nm0604335
tt0109402,nm0726472
tt0109403,nm0000454
tt0109412,nm0284011
tt0109415,nm0382783
tt0109417,nm0007037
tt0109424,nm0939182
tt0109439,nm0917992
tt0109440,nm0073322
tt0109442,nm0713610
tt0109443,nm0413875
tt0109444,nm0637518
tt0109445,nm0003620
tt0109446,nm0001708
tt0109447,nm0280901
tt0109450,nm0005421
tt0109454,nm0002174
tt0109456,nm0750701
tt0109478,nm0030129
tt0109480,nm0006916
tt0109484,nm0625458
tt0109493,nm0150707
tt0109504,nm0000490
tt0109506,nm0001639
tt0109508,nm0959062
tt0109514,nm0565656
tt0109515,nm0160614
tt0109517,nm0278735
tt0109520,nm0918873
tt0109529,nm0567680
tt0109550,nm0047798
tt0109555,nm0007181
tt0109575,nm0635759
tt0109578,nm0326161
tt0109579,nm0000591
tt0109592,nm0811714
tt0109593,nm0455394
tt0109627,nm0676248
tt0109627,nm0691061
tt0109635,nm0001469
tt0109642,nm0000431
tt0109655,nm0795803
tt0109665,nm0443582
tt0109676,nm0000824
tt0109683,nm0939147
tt0109686,nm0125803
tt0109686,nm0268380
tt0109688,nm0939182
tt0109699,nm0881919
tt0109702,nm0000801
tt0109707,nm0000318
tt0109723,nm0258424
tt0109729,nm0113164
tt0109731,nm0001031
tt0109733,nm0411025
tt0109739,nm0760244
tt0109747,nm0127882
tt0109758,nm0005190
tt0109759,nm0000382
tt0109770,nm0766020
tt0109771,nm0179216
tt0109781,nm0840905
tt0109783,nm0677953
tt0109791,nm0769405
tt0109798,nm0851724
tt0109809,nm0386100
tt0109813,nm0505152
tt0109816,nm0565292
tt0109830,nm0000709
tt0109831,nm0001565
tt0109835,nm0096813
tt0109836,nm0000110
tt0109838,nm0827868
tt0109838,nm0935664
tt0109842,nm0945026
tt0109855,nm0956205
tt0109858,nm0819523
tt0109872,nm0556065
tt0109890,nm0002044
tt0109891,nm0222043
tt0109906,nm0122344
tt0109912,nm0935644
tt0109913,nm0873266
tt0109916,nm0648457
tt0109916,nm0945614
tt0109916,nm0645549
tt0109920,nm0000915
tt0109936,nm0528718
tt0109942,nm0003508
tt0109949,nm0349425
tt0109949,nm0846119
tt0109951,nm0933505
tt0109958,nm0496992
tt0109958,nm0151066
tt0109959,nm0764776
tt0109962,nm0159507
tt0109962,nm0497758
tt0109965,nm0911036
tt0109969,nm0001309
tt0110005,nm0001392
tt0110006,nm0109359
tt0110008,nm0847223
tt0110022,nm0684525
tt0110027,nm0602452
tt0110036,nm0035404
tt0110044,nm0000559
tt0110052,nm0089502
tt0110054,nm0939147
tt0110057,nm0416945
tt0110064,nm0583754
tt0110066,nm0589168
tt0110073,nm0007139
tt0110074,nm0001054
tt0110074,nm0001053
tt0110076,nm0054744
tt0110081,nm0955443
tt0110091,nm0552140
tt0110093,nm0796124
tt0110097,nm0000985
tt0110099,nm0770961
tt0110115,nm0237292
tt0110116,nm0741262
tt0110123,nm0677943
tt0110137,nm0723685
tt0110141,nm0262923
tt0110146,nm0041932
tt0110148,nm0001403
tt0110155,nm0301580
tt0110157,nm0354024
tt0110167,nm0000921
tt0110168,nm0163706
tt0110169,nm0002835
tt0110171,nm0219136
tt0110186,nm0570408
tt0110189,nm0577849
tt0110197,nm0001469
tt0110200,nm0150906
tt0110201,nm0939147
tt0110202,nm0841232
tt0110213,nm0814085
tt0110216,nm0718645
tt0110222,nm0787453
tt0110251,nm0246903
tt0110255,nm0089502
tt0110265,nm0000812
tt0110280,nm0474837
